,timestamp,symbol,vwap,delayed_trade_date
2585,2022-08-13 13:00:00,TTD,74.51119,2022-08-13 00:00:00
2583,2022-08-13 13:00:00,PTON,13.523995,2022-08-13 00:00:00
2557,2022-08-13 13:00:00,LHCG,163.37,2022-08-13 00:00:00
2556,2022-08-13 13:00:00,FTMUSD,0.0,2022-08-13 00:00:00
2555,2022-08-13 13:00:00,RYTM,21.8,2022-08-13 00:00:00
2554,2022-08-13 13:00:00,CREX,0.6815,2022-08-13 00:00:00
2553,2022-08-13 13:00:00,BIMI,0.515613,2022-08-13 00:00:00
2552,2022-08-13 13:00:00,ALRN,0.215063,2022-08-13 00:00:00
2551,2022-08-13 13:00:00,CDLX,16.76,2022-08-13 00:00:00
2550,2022-08-13 13:00:00,ADVM,1.47,2022-08-13 00:00:00
2549,2022-08-13 13:00:00,BDSX,2.61,2022-08-13 00:00:00
2558,2022-08-13 13:00:00,FANG,133.137064,2022-08-13 00:00:00
2548,2022-08-13 13:00:00,WEAT,8.318789,2022-08-13 00:00:00
2546,2022-08-13 13:00:00,VERU,19.068948,2022-08-13 00:00:00
2545,2022-08-13 13:00:00,AGLE,0.515667,2022-08-13 00:00:00
2544,2022-08-13 13:00:00,TTOO,0.18841,2022-08-13 00:00:00
2543,2022-08-13 13:00:00,TTNP,1.44,2022-08-13 00:00:00
2542,2022-08-13 13:00:00,OEG,0.0,2022-08-13 00:00:00
2541,2022-08-13 13:00:00,CRWD,200.69935,2022-08-13 00:00:00
2540,2022-08-13 13:00:00,VRM,2.076401,2022-08-13 00:00:00
2539,2022-08-13 13:00:00,OPTN,3.760193,2022-08-13 00:00:00
2538,2022-08-13 13:00:00,AMZN,143.228215,2022-08-13 00:00:00
2547,2022-08-13 13:00:00,AVGO,558.25,2022-08-13 00:00:00
2559,2022-08-13 13:00:00,IDRA,0.441851,2022-08-13 00:00:00
2584,2022-08-13 13:00:00,APPS,23.818255,2022-08-13 00:00:00
2561,2022-08-13 13:00:00,GHSI,0.167792,2022-08-13 00:00:00
2560,2022-08-13 13:00:00,LYRA,6.6,2022-08-13 00:00:00
2581,2022-08-13 13:00:00,MGTA,1.77,2022-08-13 00:00:00
2580,2022-08-13 13:00:00,CAR,189.07016,2022-08-13 00:00:00
2579,2022-08-13 13:00:00,GOCO,0.832981,2022-08-13 00:00:00
2578,2022-08-13 13:00:00,SAL,23.17597,2022-08-13 00:00:00
2577,2022-08-13 13:00:00,ONVO,3.233387,2022-08-13 00:00:00
2576,2022-08-13 13:00:00,UUP,28.249393,2022-08-13 00:00:00
2575,2022-08-13 13:00:00,AXLA,2.887697,2022-08-13 00:00:00
2574,2022-08-13 13:00:00,PRAX,4.37,2022-08-13 00:00:00
2573,2022-08-13 13:00:00,ENDP,0.374092,2022-08-13 00:00:00
2582,2022-08-13 13:00:00,ROKU,83.808151,2022-08-13 00:00:00
2571,2022-08-13 13:00:00,CORN,25.742309,2022-08-13 00:00:00
2572,2022-08-13 13:00:00,LOGC,0.6,2022-08-13 00:00:00
2563,2022-08-13 13:00:00,MSFT,291.975325,2022-08-13 00:00:00
2564,2022-08-13 13:00:00,TNXP,1.396417,2022-08-13 00:00:00
2565,2022-08-13 13:00:00,F,16.138341,2022-08-13 00:00:00
2562,2022-08-13 13:00:00,CSBR,9.461275,2022-08-13 00:00:00
2567,2022-08-13 13:00:00,AAPL,172.021421,2022-08-13 00:00:00
2568,2022-08-13 13:00:00,PUBM,23.24,2022-08-13 00:00:00
2569,2022-08-13 13:00:00,REFR,2.251215,2022-08-13 00:00:00
2570,2022-08-13 13:00:00,UUUU,7.0275,2022-08-13 00:00:00
2566,2022-08-13 13:00:00,RUBY,0.7999,2022-08-13 00:00:00
2692,2022-08-13 14:00:00,MELI,1080.894865,2022-08-13 00:00:00
2699,2022-08-13 14:00:00,OPEN,6.297396,2022-08-13 00:00:00
2698,2022-08-13 14:00:00,STIM,4.46,2022-08-13 00:00:00
2697,2022-08-13 14:00:00,ALNA,0.12642,2022-08-13 00:00:00
2696,2022-08-13 14:00:00,EHTH,9.49,2022-08-13 00:00:00
2695,2022-08-13 14:00:00,EIGR,9.15,2022-08-13 00:00:00
2694,2022-08-13 14:00:00,NFLX,249.050131,2022-08-13 00:00:00
2693,2022-08-13 14:00:00,CAPR,5.0,2022-08-13 00:00:00
2700,2022-08-13 14:00:00,LTRPB,27.021342,2022-08-13 00:00:00
2686,2022-08-13 14:00:00,CFRX,0.301088,2022-08-13 00:00:00
2689,2022-08-13 14:00:00,BTCUSD,0.0,2022-08-13 00:00:00
2688,2022-08-13 14:00:00,META,180.134515,2022-08-13 00:00:00
2687,2022-08-13 14:00:00,INTU,486.65999,2022-08-13 00:00:00
2685,2022-08-13 14:00:00,UPST,34.709816,2022-08-13 00:00:00
2684,2022-08-13 14:00:00,OKTA,103.9,2022-08-13 00:00:00
2683,2022-08-13 14:00:00,CDK,0.0,2022-08-13 00:00:00
2682,2022-08-13 14:00:00,MBCN,27.408747,2022-08-13 00:00:00
2681,2022-08-13 14:00:00,AAP,202.530296,2022-08-13 00:00:00
2701,2022-08-13 14:00:00,AMD,100.739973,2022-08-13 00:00:00
2691,2022-08-13 14:00:00,EYES,2.04,2022-08-13 00:00:00
2702,2022-08-13 14:00:00,OILK,48.873034,2022-08-13 00:00:00
2713,2022-08-13 14:00:00,REAL,2.894511,2022-08-13 00:00:00
2704,2022-08-13 14:00:00,COGT,14.13,2022-08-13 00:00:00
2725,2022-08-13 14:00:00,KIRK,4.152378,2022-08-13 00:00:00
2724,2022-08-13 14:00:00,PRCH,3.167109,2022-08-13 00:00:00
2723,2022-08-13 14:00:00,EAR,1.103914,2022-08-13 00:00:00
2722,2022-08-13 14:00:00,BTCUSDT,24480.008938,2022-08-13 00:00:00
2721,2022-08-13 14:00:00,NVDA,187.260258,2022-08-13 00:00:00
2720,2022-08-13 14:00:00,DOCU,74.399709,2022-08-13 00:00:00
2719,2022-08-13 14:00:00,MANT,95.77,2022-08-13 00:00:00
2718,2022-08-13 14:00:00,ZM,109.684567,2022-08-13 00:00:00
2717,2022-08-13 14:00:00,TSLA,899.805314,2022-08-13 00:00:00
2716,2022-08-13 14:00:00,BIOL,5.320426,2022-08-13 00:00:00
2715,2022-08-13 14:00:00,ETSY,118.5208,2022-08-13 00:00:00
2714,2022-08-13 14:00:00,HYRE,1.091816,2022-08-13 00:00:00
2680,2022-08-13 14:00:00,SNGX,0.8852,2022-08-13 00:00:00
2712,2022-08-13 14:00:00,INZY,3.48,2022-08-13 00:00:00
2711,2022-08-13 14:00:00,DBVT,2.64,2022-08-13 00:00:00
2710,2022-08-13 14:00:00,FTNT,54.290206,2022-08-13 00:00:00
2709,2022-08-13 14:00:00,PLBC,31.752149,2022-08-13 00:00:00
2708,2022-08-13 14:00:00,ECOR,0.65,2022-08-13 00:00:00
2707,2022-08-13 14:00:00,AAL,15.2212,2022-08-13 00:00:00
2706,2022-08-13 14:00:00,ADTX,0.1725,2022-08-13 00:00:00
2705,2022-08-13 14:00:00,GNLN,3.260559,2022-08-13 00:00:00
2703,2022-08-13 14:00:00,PLRX,21.3,2022-08-13 00:00:00
2679,2022-08-13 14:00:00,TTD,74.51119,2022-08-13 00:00:00
2690,2022-08-13 14:00:00,LWAY,6.062459,2022-08-13 00:00:00
2677,2022-08-13 14:00:00,PTON,13.523995,2022-08-13 00:00:00
2651,2022-08-13 14:00:00,LHCG,163.37,2022-08-13 00:00:00
2650,2022-08-13 14:00:00,FTMUSD,0.0,2022-08-13 00:00:00
2649,2022-08-13 14:00:00,RYTM,21.8,2022-08-13 00:00:00
2648,2022-08-13 14:00:00,CREX,0.6815,2022-08-13 00:00:00
2647,2022-08-13 14:00:00,BIMI,0.515613,2022-08-13 00:00:00
2646,2022-08-13 14:00:00,ALRN,0.215063,2022-08-13 00:00:00
2645,2022-08-13 14:00:00,CDLX,16.76,2022-08-13 00:00:00
2644,2022-08-13 14:00:00,ADVM,1.47,2022-08-13 00:00:00
2643,2022-08-13 14:00:00,BDSX,2.61,2022-08-13 00:00:00
2652,2022-08-13 14:00:00,FANG,133.137064,2022-08-13 00:00:00
2642,2022-08-13 14:00:00,WEAT,8.318789,2022-08-13 00:00:00
2640,2022-08-13 14:00:00,VERU,19.068948,2022-08-13 00:00:00
2639,2022-08-13 14:00:00,AGLE,0.515667,2022-08-13 00:00:00
2638,2022-08-13 14:00:00,TTOO,0.18841,2022-08-13 00:00:00
2637,2022-08-13 14:00:00,TTNP,1.44,2022-08-13 00:00:00
2636,2022-08-13 14:00:00,OEG,0.0,2022-08-13 00:00:00
2635,2022-08-13 14:00:00,CRWD,200.69935,2022-08-13 00:00:00
2634,2022-08-13 14:00:00,VRM,2.076401,2022-08-13 00:00:00
2633,2022-08-13 14:00:00,OPTN,3.760193,2022-08-13 00:00:00
2632,2022-08-13 14:00:00,AMZN,143.228215,2022-08-13 00:00:00
2641,2022-08-13 14:00:00,AVGO,558.25,2022-08-13 00:00:00
2653,2022-08-13 14:00:00,IDRA,0.441851,2022-08-13 00:00:00
2678,2022-08-13 14:00:00,APPS,23.818255,2022-08-13 00:00:00
2655,2022-08-13 14:00:00,GHSI,0.167792,2022-08-13 00:00:00
2676,2022-08-13 14:00:00,ROKU,83.808151,2022-08-13 00:00:00
2675,2022-08-13 14:00:00,MGTA,1.77,2022-08-13 00:00:00
2674,2022-08-13 14:00:00,CAR,189.07016,2022-08-13 00:00:00
2673,2022-08-13 14:00:00,GOCO,0.832981,2022-08-13 00:00:00
2672,2022-08-13 14:00:00,SAL,23.17597,2022-08-13 00:00:00
2671,2022-08-13 14:00:00,ONVO,3.233387,2022-08-13 00:00:00
2654,2022-08-13 14:00:00,LYRA,6.6,2022-08-13 00:00:00
2669,2022-08-13 14:00:00,AXLA,2.887697,2022-08-13 00:00:00
2668,2022-08-13 14:00:00,PRAX,4.37,2022-08-13 00:00:00
2667,2022-08-13 14:00:00,ENDP,0.374092,2022-08-13 00:00:00
2670,2022-08-13 14:00:00,UUP,28.249393,2022-08-13 00:00:00
2665,2022-08-13 14:00:00,CORN,25.742309,2022-08-13 00:00:00
2666,2022-08-13 14:00:00,LOGC,0.6,2022-08-13 00:00:00
2657,2022-08-13 14:00:00,MSFT,291.975325,2022-08-13 00:00:00
2658,2022-08-13 14:00:00,TNXP,1.396417,2022-08-13 00:00:00
2659,2022-08-13 14:00:00,F,16.138341,2022-08-13 00:00:00
2656,2022-08-13 14:00:00,CSBR,9.461275,2022-08-13 00:00:00
2661,2022-08-13 14:00:00,AAPL,172.021421,2022-08-13 00:00:00
2662,2022-08-13 14:00:00,PUBM,23.24,2022-08-13 00:00:00
2663,2022-08-13 14:00:00,REFR,2.251215,2022-08-13 00:00:00
2664,2022-08-13 14:00:00,UUUU,7.0275,2022-08-13 00:00:00
2660,2022-08-13 14:00:00,RUBY,0.7999,2022-08-13 00:00:00
2793,2022-08-13 15:00:00,OPEN,6.297396,2022-08-13 00:00:00
2792,2022-08-13 15:00:00,STIM,4.46,2022-08-13 00:00:00
2791,2022-08-13 15:00:00,ALNA,0.12642,2022-08-13 00:00:00
2790,2022-08-13 15:00:00,EHTH,9.49,2022-08-13 00:00:00
2789,2022-08-13 15:00:00,EIGR,9.15,2022-08-13 00:00:00
2788,2022-08-13 15:00:00,NFLX,249.050131,2022-08-13 00:00:00
2787,2022-08-13 15:00:00,CAPR,5.0,2022-08-13 00:00:00
2786,2022-08-13 15:00:00,MELI,1080.894865,2022-08-13 00:00:00
2785,2022-08-13 15:00:00,EYES,2.04,2022-08-13 00:00:00
2774,2022-08-13 15:00:00,SNGX,0.8852,2022-08-13 00:00:00
2783,2022-08-13 15:00:00,BTCUSD,0.0,2022-08-13 00:00:00
2782,2022-08-13 15:00:00,META,180.134515,2022-08-13 00:00:00
2781,2022-08-13 15:00:00,INTU,486.65999,2022-08-13 00:00:00
2780,2022-08-13 15:00:00,CFRX,0.301088,2022-08-13 00:00:00
2779,2022-08-13 15:00:00,UPST,34.709816,2022-08-13 00:00:00
2778,2022-08-13 15:00:00,OKTA,103.9,2022-08-13 00:00:00
2777,2022-08-13 15:00:00,CDK,0.0,2022-08-13 00:00:00
2776,2022-08-13 15:00:00,MBCN,27.408747,2022-08-13 00:00:00
2775,2022-08-13 15:00:00,AAP,202.530296,2022-08-13 00:00:00
2794,2022-08-13 15:00:00,LTRPB,27.021342,2022-08-13 00:00:00
2784,2022-08-13 15:00:00,LWAY,6.062459,2022-08-13 00:00:00
2795,2022-08-13 15:00:00,AMD,100.739973,2022-08-13 00:00:00
2807,2022-08-13 15:00:00,REAL,2.894511,2022-08-13 00:00:00
2797,2022-08-13 15:00:00,PLRX,21.3,2022-08-13 00:00:00
2773,2022-08-13 15:00:00,TTD,74.51119,2022-08-13 00:00:00
2818,2022-08-13 15:00:00,PRCH,3.167109,2022-08-13 00:00:00
2817,2022-08-13 15:00:00,EAR,1.103914,2022-08-13 00:00:00
2816,2022-08-13 15:00:00,BTCUSDT,24524.176497,2022-08-13 00:00:00
2815,2022-08-13 15:00:00,NVDA,187.260258,2022-08-13 00:00:00
2814,2022-08-13 15:00:00,DOCU,74.399709,2022-08-13 00:00:00
2813,2022-08-13 15:00:00,MANT,95.77,2022-08-13 00:00:00
2812,2022-08-13 15:00:00,ZM,109.684567,2022-08-13 00:00:00
2811,2022-08-13 15:00:00,TSLA,899.805314,2022-08-13 00:00:00
2810,2022-08-13 15:00:00,BIOL,5.320426,2022-08-13 00:00:00
2809,2022-08-13 15:00:00,ETSY,118.5208,2022-08-13 00:00:00
2808,2022-08-13 15:00:00,HYRE,1.091816,2022-08-13 00:00:00
2806,2022-08-13 15:00:00,INZY,3.48,2022-08-13 00:00:00
2805,2022-08-13 15:00:00,DBVT,2.64,2022-08-13 00:00:00
2804,2022-08-13 15:00:00,FTNT,54.290206,2022-08-13 00:00:00
2803,2022-08-13 15:00:00,PLBC,31.752149,2022-08-13 00:00:00
2802,2022-08-13 15:00:00,ECOR,0.65,2022-08-13 00:00:00
2801,2022-08-13 15:00:00,AAL,15.2212,2022-08-13 00:00:00
2800,2022-08-13 15:00:00,ADTX,0.1725,2022-08-13 00:00:00
2799,2022-08-13 15:00:00,GNLN,3.260559,2022-08-13 00:00:00
2798,2022-08-13 15:00:00,COGT,14.13,2022-08-13 00:00:00
2796,2022-08-13 15:00:00,OILK,48.873034,2022-08-13 00:00:00
2819,2022-08-13 15:00:00,KIRK,4.152378,2022-08-13 00:00:00
2772,2022-08-13 15:00:00,APPS,23.818255,2022-08-13 00:00:00
2770,2022-08-13 15:00:00,ROKU,83.808151,2022-08-13 00:00:00
2745,2022-08-13 15:00:00,LHCG,163.37,2022-08-13 00:00:00
2744,2022-08-13 15:00:00,FTMUSD,0.0,2022-08-13 00:00:00
2743,2022-08-13 15:00:00,RYTM,21.8,2022-08-13 00:00:00
2742,2022-08-13 15:00:00,CREX,0.6815,2022-08-13 00:00:00
2741,2022-08-13 15:00:00,BIMI,0.515613,2022-08-13 00:00:00
2740,2022-08-13 15:00:00,ALRN,0.215063,2022-08-13 00:00:00
2739,2022-08-13 15:00:00,CDLX,16.76,2022-08-13 00:00:00
2738,2022-08-13 15:00:00,ADVM,1.47,2022-08-13 00:00:00
2737,2022-08-13 15:00:00,BDSX,2.61,2022-08-13 00:00:00
2746,2022-08-13 15:00:00,FANG,133.137064,2022-08-13 00:00:00
2736,2022-08-13 15:00:00,WEAT,8.318789,2022-08-13 00:00:00
2734,2022-08-13 15:00:00,VERU,19.068948,2022-08-13 00:00:00
2733,2022-08-13 15:00:00,AGLE,0.515667,2022-08-13 00:00:00
2732,2022-08-13 15:00:00,TTOO,0.18841,2022-08-13 00:00:00
2731,2022-08-13 15:00:00,TTNP,1.44,2022-08-13 00:00:00
2730,2022-08-13 15:00:00,OEG,0.0,2022-08-13 00:00:00
2729,2022-08-13 15:00:00,CRWD,200.69935,2022-08-13 00:00:00
2728,2022-08-13 15:00:00,VRM,2.076401,2022-08-13 00:00:00
2727,2022-08-13 15:00:00,OPTN,3.760193,2022-08-13 00:00:00
2726,2022-08-13 15:00:00,AMZN,143.228215,2022-08-13 00:00:00
2735,2022-08-13 15:00:00,AVGO,558.25,2022-08-13 00:00:00
2747,2022-08-13 15:00:00,IDRA,0.441851,2022-08-13 00:00:00
2771,2022-08-13 15:00:00,PTON,13.523995,2022-08-13 00:00:00
2749,2022-08-13 15:00:00,GHSI,0.167792,2022-08-13 00:00:00
2769,2022-08-13 15:00:00,MGTA,1.77,2022-08-13 00:00:00
2768,2022-08-13 15:00:00,CAR,189.07016,2022-08-13 00:00:00
2767,2022-08-13 15:00:00,GOCO,0.832981,2022-08-13 00:00:00
2766,2022-08-13 15:00:00,SAL,23.17597,2022-08-13 00:00:00
2765,2022-08-13 15:00:00,ONVO,3.233387,2022-08-13 00:00:00
2748,2022-08-13 15:00:00,LYRA,6.6,2022-08-13 00:00:00
2763,2022-08-13 15:00:00,AXLA,2.887697,2022-08-13 00:00:00
2762,2022-08-13 15:00:00,PRAX,4.37,2022-08-13 00:00:00
2761,2022-08-13 15:00:00,ENDP,0.374092,2022-08-13 00:00:00
2760,2022-08-13 15:00:00,LOGC,0.6,2022-08-13 00:00:00
2764,2022-08-13 15:00:00,UUP,28.249393,2022-08-13 00:00:00
2758,2022-08-13 15:00:00,UUUU,7.0275,2022-08-13 00:00:00
2757,2022-08-13 15:00:00,REFR,2.251215,2022-08-13 00:00:00
2756,2022-08-13 15:00:00,PUBM,23.24,2022-08-13 00:00:00
2755,2022-08-13 15:00:00,AAPL,172.021421,2022-08-13 00:00:00
2754,2022-08-13 15:00:00,RUBY,0.7999,2022-08-13 00:00:00
2753,2022-08-13 15:00:00,F,16.138341,2022-08-13 00:00:00
2752,2022-08-13 15:00:00,TNXP,1.396417,2022-08-13 00:00:00
2751,2022-08-13 15:00:00,MSFT,291.975325,2022-08-13 00:00:00
2750,2022-08-13 15:00:00,CSBR,9.461275,2022-08-13 00:00:00
2759,2022-08-13 15:00:00,CORN,25.742309,2022-08-13 00:00:00
2881,2022-08-13 16:00:00,CAPR,5.0,2022-08-13 00:00:00
2882,2022-08-13 16:00:00,NFLX,249.050131,2022-08-13 00:00:00
2883,2022-08-13 16:00:00,EIGR,9.15,2022-08-13 00:00:00
2888,2022-08-13 16:00:00,LTRPB,27.021342,2022-08-13 00:00:00
2885,2022-08-13 16:00:00,ALNA,0.12642,2022-08-13 00:00:00
2886,2022-08-13 16:00:00,STIM,4.46,2022-08-13 00:00:00
2887,2022-08-13 16:00:00,OPEN,6.297396,2022-08-13 00:00:00
2884,2022-08-13 16:00:00,EHTH,9.49,2022-08-13 00:00:00
2880,2022-08-13 16:00:00,MELI,1080.894865,2022-08-13 00:00:00
2869,2022-08-13 16:00:00,AAP,202.530296,2022-08-13 00:00:00
2878,2022-08-13 16:00:00,LWAY,6.062459,2022-08-13 00:00:00
2877,2022-08-13 16:00:00,BTCUSD,0.0,2022-08-13 00:00:00
2876,2022-08-13 16:00:00,META,180.134515,2022-08-13 00:00:00
2875,2022-08-13 16:00:00,INTU,486.65999,2022-08-13 00:00:00
2874,2022-08-13 16:00:00,CFRX,0.301088,2022-08-13 00:00:00
2873,2022-08-13 16:00:00,UPST,34.709816,2022-08-13 00:00:00
2872,2022-08-13 16:00:00,OKTA,103.9,2022-08-13 00:00:00
2871,2022-08-13 16:00:00,CDK,0.0,2022-08-13 00:00:00
2870,2022-08-13 16:00:00,MBCN,27.408747,2022-08-13 00:00:00
2889,2022-08-13 16:00:00,AMD,100.739973,2022-08-13 00:00:00
2879,2022-08-13 16:00:00,EYES,2.04,2022-08-13 00:00:00
2890,2022-08-13 16:00:00,OILK,48.873034,2022-08-13 00:00:00
2901,2022-08-13 16:00:00,REAL,2.894511,2022-08-13 00:00:00
2892,2022-08-13 16:00:00,COGT,14.13,2022-08-13 00:00:00
2868,2022-08-13 16:00:00,SNGX,0.8852,2022-08-13 00:00:00
2912,2022-08-13 16:00:00,PRCH,3.167109,2022-08-13 00:00:00
2911,2022-08-13 16:00:00,EAR,1.103914,2022-08-13 00:00:00
2910,2022-08-13 16:00:00,BTCUSDT,24537.528158,2022-08-13 00:00:00
2909,2022-08-13 16:00:00,NVDA,187.260258,2022-08-13 00:00:00
2908,2022-08-13 16:00:00,DOCU,74.399709,2022-08-13 00:00:00
2907,2022-08-13 16:00:00,MANT,95.77,2022-08-13 00:00:00
2906,2022-08-13 16:00:00,ZM,109.684567,2022-08-13 00:00:00
2905,2022-08-13 16:00:00,TSLA,899.805314,2022-08-13 00:00:00
2891,2022-08-13 16:00:00,PLRX,21.3,2022-08-13 00:00:00
2904,2022-08-13 16:00:00,BIOL,5.320426,2022-08-13 00:00:00
2902,2022-08-13 16:00:00,HYRE,1.091816,2022-08-13 00:00:00
2900,2022-08-13 16:00:00,INZY,3.48,2022-08-13 00:00:00
2899,2022-08-13 16:00:00,DBVT,2.64,2022-08-13 00:00:00
2898,2022-08-13 16:00:00,FTNT,54.290206,2022-08-13 00:00:00
2897,2022-08-13 16:00:00,PLBC,31.752149,2022-08-13 00:00:00
2896,2022-08-13 16:00:00,ECOR,0.65,2022-08-13 00:00:00
2895,2022-08-13 16:00:00,AAL,15.2212,2022-08-13 00:00:00
2894,2022-08-13 16:00:00,ADTX,0.1725,2022-08-13 00:00:00
2893,2022-08-13 16:00:00,GNLN,3.260559,2022-08-13 00:00:00
2903,2022-08-13 16:00:00,ETSY,118.5208,2022-08-13 00:00:00
2913,2022-08-13 16:00:00,KIRK,4.152378,2022-08-13 00:00:00
2867,2022-08-13 16:00:00,TTD,74.51119,2022-08-13 00:00:00
2865,2022-08-13 16:00:00,PTON,13.523995,2022-08-13 00:00:00
2839,2022-08-13 16:00:00,LHCG,163.37,2022-08-13 00:00:00
2838,2022-08-13 16:00:00,FTMUSD,0.0,2022-08-13 00:00:00
2837,2022-08-13 16:00:00,RYTM,21.8,2022-08-13 00:00:00
2836,2022-08-13 16:00:00,CREX,0.6815,2022-08-13 00:00:00
2835,2022-08-13 16:00:00,BIMI,0.515613,2022-08-13 00:00:00
2834,2022-08-13 16:00:00,ALRN,0.215063,2022-08-13 00:00:00
2833,2022-08-13 16:00:00,CDLX,16.76,2022-08-13 00:00:00
2832,2022-08-13 16:00:00,ADVM,1.47,2022-08-13 00:00:00
2830,2022-08-13 16:00:00,WEAT,8.318789,2022-08-13 00:00:00
2840,2022-08-13 16:00:00,FANG,133.137064,2022-08-13 00:00:00
2829,2022-08-13 16:00:00,AVGO,558.25,2022-08-13 00:00:00
2827,2022-08-13 16:00:00,AGLE,0.515667,2022-08-13 00:00:00
2826,2022-08-13 16:00:00,TTOO,0.18841,2022-08-13 00:00:00
2825,2022-08-13 16:00:00,TTNP,1.44,2022-08-13 00:00:00
2824,2022-08-13 16:00:00,OEG,0.0,2022-08-13 00:00:00
2823,2022-08-13 16:00:00,CRWD,200.69935,2022-08-13 00:00:00
2822,2022-08-13 16:00:00,VRM,2.076401,2022-08-13 00:00:00
2821,2022-08-13 16:00:00,OPTN,3.760193,2022-08-13 00:00:00
2820,2022-08-13 16:00:00,AMZN,143.228215,2022-08-13 00:00:00
2866,2022-08-13 16:00:00,APPS,23.818255,2022-08-13 00:00:00
2828,2022-08-13 16:00:00,VERU,19.068948,2022-08-13 00:00:00
2841,2022-08-13 16:00:00,IDRA,0.441851,2022-08-13 00:00:00
2831,2022-08-13 16:00:00,BDSX,2.61,2022-08-13 00:00:00
2843,2022-08-13 16:00:00,GHSI,0.167792,2022-08-13 00:00:00
2842,2022-08-13 16:00:00,LYRA,6.6,2022-08-13 00:00:00
2863,2022-08-13 16:00:00,MGTA,1.77,2022-08-13 00:00:00
2862,2022-08-13 16:00:00,CAR,189.07016,2022-08-13 00:00:00
2861,2022-08-13 16:00:00,GOCO,0.832981,2022-08-13 00:00:00
2860,2022-08-13 16:00:00,SAL,23.17597,2022-08-13 00:00:00
2859,2022-08-13 16:00:00,ONVO,3.233387,2022-08-13 00:00:00
2858,2022-08-13 16:00:00,UUP,28.249393,2022-08-13 00:00:00
2857,2022-08-13 16:00:00,AXLA,2.887697,2022-08-13 00:00:00
2856,2022-08-13 16:00:00,PRAX,4.37,2022-08-13 00:00:00
2855,2022-08-13 16:00:00,ENDP,0.374092,2022-08-13 00:00:00
2854,2022-08-13 16:00:00,LOGC,0.6,2022-08-13 00:00:00
2864,2022-08-13 16:00:00,ROKU,83.808151,2022-08-13 00:00:00
2844,2022-08-13 16:00:00,CSBR,9.461275,2022-08-13 00:00:00
2852,2022-08-13 16:00:00,UUUU,7.0275,2022-08-13 00:00:00
2851,2022-08-13 16:00:00,REFR,2.251215,2022-08-13 00:00:00
2850,2022-08-13 16:00:00,PUBM,23.24,2022-08-13 00:00:00
2849,2022-08-13 16:00:00,AAPL,172.021421,2022-08-13 00:00:00
2848,2022-08-13 16:00:00,RUBY,0.7999,2022-08-13 00:00:00
2847,2022-08-13 16:00:00,F,16.138341,2022-08-13 00:00:00
2846,2022-08-13 16:00:00,TNXP,1.396417,2022-08-13 00:00:00
2845,2022-08-13 16:00:00,MSFT,291.975325,2022-08-13 00:00:00
2853,2022-08-13 16:00:00,CORN,25.742309,2022-08-13 00:00:00
2976,2022-08-13 17:00:00,NFLX,249.050131,2022-08-13 00:00:00
2977,2022-08-13 17:00:00,EIGR,9.15,2022-08-13 00:00:00
2978,2022-08-13 17:00:00,EHTH,9.49,2022-08-13 00:00:00
2983,2022-08-13 17:00:00,AMD,100.739973,2022-08-13 00:00:00
2980,2022-08-13 17:00:00,STIM,4.46,2022-08-13 00:00:00
2981,2022-08-13 17:00:00,OPEN,6.297396,2022-08-13 00:00:00
2982,2022-08-13 17:00:00,LTRPB,27.021342,2022-08-13 00:00:00
2975,2022-08-13 17:00:00,CAPR,5.0,2022-08-13 00:00:00
2979,2022-08-13 17:00:00,ALNA,0.12642,2022-08-13 00:00:00
2974,2022-08-13 17:00:00,MELI,1080.894865,2022-08-13 00:00:00
2968,2022-08-13 17:00:00,CFRX,0.301088,2022-08-13 00:00:00
2972,2022-08-13 17:00:00,LWAY,6.062459,2022-08-13 00:00:00
2971,2022-08-13 17:00:00,BTCUSD,0.0,2022-08-13 00:00:00
2970,2022-08-13 17:00:00,META,180.134515,2022-08-13 00:00:00
2969,2022-08-13 17:00:00,INTU,486.65999,2022-08-13 00:00:00
2967,2022-08-13 17:00:00,UPST,34.709816,2022-08-13 00:00:00
2966,2022-08-13 17:00:00,OKTA,103.9,2022-08-13 00:00:00
2965,2022-08-13 17:00:00,CDK,0.0,2022-08-13 00:00:00
2964,2022-08-13 17:00:00,MBCN,27.408747,2022-08-13 00:00:00
2963,2022-08-13 17:00:00,AAP,202.530296,2022-08-13 00:00:00
2973,2022-08-13 17:00:00,EYES,2.04,2022-08-13 00:00:00
2984,2022-08-13 17:00:00,OILK,48.873034,2022-08-13 00:00:00
2962,2022-08-13 17:00:00,SNGX,0.8852,2022-08-13 00:00:00
2986,2022-08-13 17:00:00,COGT,14.13,2022-08-13 00:00:00
3007,2022-08-13 17:00:00,KIRK,4.152378,2022-08-13 00:00:00
3006,2022-08-13 17:00:00,PRCH,3.167109,2022-08-13 00:00:00
3005,2022-08-13 17:00:00,EAR,1.103914,2022-08-13 00:00:00
3004,2022-08-13 17:00:00,BTCUSDT,24512.785346,2022-08-13 00:00:00
3003,2022-08-13 17:00:00,NVDA,187.260258,2022-08-13 00:00:00
3002,2022-08-13 17:00:00,DOCU,74.399709,2022-08-13 00:00:00
3001,2022-08-13 17:00:00,MANT,95.77,2022-08-13 00:00:00
3000,2022-08-13 17:00:00,ZM,109.684567,2022-08-13 00:00:00
2999,2022-08-13 17:00:00,TSLA,899.805314,2022-08-13 00:00:00
