,timestamp,symbol,vwap,delayed_trade_date
6225,2022-08-17 16:00:00,IDRA,0.433561,2022-08-17 00:00:00
6214,2022-08-17 16:00:00,WEAT,8.043139,2022-08-17 00:00:00
6212,2022-08-17 16:00:00,VERU,23.852601,2022-08-17 00:00:00
6211,2022-08-17 16:00:00,AGLE,0.50964,2022-08-17 00:00:00
6210,2022-08-17 16:00:00,TTOO,0.145435,2022-08-17 00:00:00
6209,2022-08-17 16:00:00,TTNP,1.516166,2022-08-17 00:00:00
6208,2022-08-17 16:00:00,OEG,0.0,2022-08-17 00:00:00
6207,2022-08-17 16:00:00,CRWD,195.480236,2022-08-17 00:00:00
6206,2022-08-17 16:00:00,VRM,2.167105,2022-08-17 00:00:00
6205,2022-08-17 16:00:00,OPTN,4.100145,2022-08-17 00:00:00
6204,2022-08-17 16:00:00,AMZN,141.309219,2022-08-17 00:00:00
6213,2022-08-17 16:00:00,AVGO,535.988114,2022-08-17 00:00:00
6226,2022-08-17 16:00:00,LYRA,6.247266,2022-08-17 00:00:00
6216,2022-08-17 16:00:00,ADVM,1.378168,2022-08-17 00:00:00
6228,2022-08-17 16:00:00,CSBR,9.439533,2022-08-17 00:00:00
6227,2022-08-17 16:00:00,GHSI,0.162874,2022-08-17 00:00:00
6247,2022-08-17 16:00:00,MGTA,1.624861,2022-08-17 00:00:00
6246,2022-08-17 16:00:00,CAR,184.001762,2022-08-17 00:00:00
6245,2022-08-17 16:00:00,GOCO,0.581192,2022-08-17 00:00:00
6244,2022-08-17 16:00:00,SAL,24.0,2022-08-17 00:00:00
6243,2022-08-17 16:00:00,ONVO,2.899797,2022-08-17 00:00:00
6242,2022-08-17 16:00:00,UUP,28.564238,2022-08-17 00:00:00
6241,2022-08-17 16:00:00,AXLA,2.610342,2022-08-17 00:00:00
6240,2022-08-17 16:00:00,PRAX,4.192256,2022-08-17 00:00:00
6239,2022-08-17 16:00:00,ENDP,0.323712,2022-08-17 00:00:00
6248,2022-08-17 16:00:00,ROKU,78.912652,2022-08-17 00:00:00
6237,2022-08-17 16:00:00,CORN,24.838892,2022-08-17 00:00:00
6238,2022-08-17 16:00:00,LOGC,0.403748,2022-08-17 00:00:00
6230,2022-08-17 16:00:00,TNXP,1.442606,2022-08-17 00:00:00
6231,2022-08-17 16:00:00,F,16.014918,2022-08-17 00:00:00
6232,2022-08-17 16:00:00,RUBY,0.771228,2022-08-17 00:00:00
6229,2022-08-17 16:00:00,MSFT,291.189165,2022-08-17 00:00:00
6234,2022-08-17 16:00:00,PUBM,22.393597,2022-08-17 00:00:00
6235,2022-08-17 16:00:00,REFR,2.23819,2022-08-17 00:00:00
6236,2022-08-17 16:00:00,UUUU,6.26377,2022-08-17 00:00:00
6233,2022-08-17 16:00:00,AAPL,173.881812,2022-08-17 00:00:00
6358,2022-08-17 17:00:00,MELI,995.559106,2022-08-17 00:00:00
6365,2022-08-17 17:00:00,OPEN,5.145911,2022-08-17 00:00:00
6364,2022-08-17 17:00:00,STIM,4.33035,2022-08-17 00:00:00
6363,2022-08-17 17:00:00,ALNA,0.115275,2022-08-17 00:00:00
6362,2022-08-17 17:00:00,EHTH,8.657099,2022-08-17 00:00:00
6361,2022-08-17 17:00:00,EIGR,9.40018,2022-08-17 00:00:00
6366,2022-08-17 17:00:00,LTRPB,39.213068,2022-08-17 00:00:00
6360,2022-08-17 17:00:00,NFLX,240.364311,2022-08-17 00:00:00
6359,2022-08-17 17:00:00,CAPR,5.275527,2022-08-17 00:00:00
6357,2022-08-17 17:00:00,EYES,1.896922,2022-08-17 00:00:00
6352,2022-08-17 17:00:00,CFRX,0.313479,2022-08-17 00:00:00
6355,2022-08-17 17:00:00,BTCUSD,0.0,2022-08-17 00:00:00
6354,2022-08-17 17:00:00,META,175.522369,2022-08-17 00:00:00
6353,2022-08-17 17:00:00,INTU,476.658701,2022-08-17 00:00:00
6351,2022-08-17 17:00:00,UPST,33.001103,2022-08-17 00:00:00
6350,2022-08-17 17:00:00,OKTA,100.863519,2022-08-17 00:00:00
6349,2022-08-17 17:00:00,CDK,0.0,2022-08-17 00:00:00
6348,2022-08-17 17:00:00,MBCN,28.009617,2022-08-17 00:00:00
6347,2022-08-17 17:00:00,AAP,210.28854,2022-08-17 00:00:00
6367,2022-08-17 17:00:00,AMD,97.287108,2022-08-17 00:00:00
6356,2022-08-17 17:00:00,LWAY,7.547075,2022-08-17 00:00:00
6368,2022-08-17 17:00:00,OILK,47.11718,2022-08-17 00:00:00
6391,2022-08-17 17:00:00,KIRK,6.805658,2022-08-17 00:00:00
6370,2022-08-17 17:00:00,COGT,15.70447,2022-08-17 00:00:00
6346,2022-08-17 17:00:00,SNGX,0.860542,2022-08-17 00:00:00
6390,2022-08-17 17:00:00,PRCH,2.677493,2022-08-17 00:00:00
6389,2022-08-17 17:00:00,EAR,3.111249,2022-08-17 00:00:00
6388,2022-08-17 17:00:00,BTCUSDT,23409.627363,2022-08-17 00:00:00
6387,2022-08-17 17:00:00,NVDA,182.591318,2022-08-17 00:00:00
6386,2022-08-17 17:00:00,DOCU,69.836419,2022-08-17 00:00:00
6385,2022-08-17 17:00:00,MANT,95.81602,2022-08-17 00:00:00
6384,2022-08-17 17:00:00,ZM,102.92781,2022-08-17 00:00:00
6383,2022-08-17 17:00:00,TSLA,915.903748,2022-08-17 00:00:00
6382,2022-08-17 17:00:00,BIOL,4.762623,2022-08-17 00:00:00
6381,2022-08-17 17:00:00,ETSY,116.561879,2022-08-17 00:00:00
6380,2022-08-17 17:00:00,HYRE,1.201616,2022-08-17 00:00:00
6379,2022-08-17 17:00:00,REAL,3.109574,2022-08-17 00:00:00
6378,2022-08-17 17:00:00,INZY,3.506664,2022-08-17 00:00:00
6377,2022-08-17 17:00:00,DBVT,2.583277,2022-08-17 00:00:00
6376,2022-08-17 17:00:00,FTNT,51.940411,2022-08-17 00:00:00
6375,2022-08-17 17:00:00,PLBC,30.757969,2022-08-17 00:00:00
6374,2022-08-17 17:00:00,ECOR,0.614185,2022-08-17 00:00:00
6373,2022-08-17 17:00:00,AAL,14.956043,2022-08-17 00:00:00
6372,2022-08-17 17:00:00,ADTX,0.166134,2022-08-17 00:00:00
6371,2022-08-17 17:00:00,GNLN,3.515954,2022-08-17 00:00:00
6369,2022-08-17 17:00:00,PLRX,19.935591,2022-08-17 00:00:00
6345,2022-08-17 17:00:00,TTD,70.01672,2022-08-17 00:00:00
6344,2022-08-17 17:00:00,APPS,23.684502,2022-08-17 00:00:00
6343,2022-08-17 17:00:00,PTON,13.052169,2022-08-17 00:00:00
6318,2022-08-17 17:00:00,FANG,126.3402,2022-08-17 00:00:00
6317,2022-08-17 17:00:00,LHCG,163.254348,2022-08-17 00:00:00
6316,2022-08-17 17:00:00,FTMUSD,0.0,2022-08-17 00:00:00
6315,2022-08-17 17:00:00,RYTM,24.027074,2022-08-17 00:00:00
6314,2022-08-17 17:00:00,CREX,0.635978,2022-08-17 00:00:00
6313,2022-08-17 17:00:00,BIMI,0.469433,2022-08-17 00:00:00
6312,2022-08-17 17:00:00,ALRN,0.22311,2022-08-17 00:00:00
6311,2022-08-17 17:00:00,CDLX,16.856524,2022-08-17 00:00:00
6310,2022-08-17 17:00:00,ADVM,1.372737,2022-08-17 00:00:00
6319,2022-08-17 17:00:00,IDRA,0.438224,2022-08-17 00:00:00
6309,2022-08-17 17:00:00,BDSX,2.311328,2022-08-17 00:00:00
6307,2022-08-17 17:00:00,AVGO,537.427464,2022-08-17 00:00:00
6306,2022-08-17 17:00:00,VERU,23.727562,2022-08-17 00:00:00
6305,2022-08-17 17:00:00,AGLE,0.522477,2022-08-17 00:00:00
6304,2022-08-17 17:00:00,TTOO,0.1457,2022-08-17 00:00:00
6303,2022-08-17 17:00:00,TTNP,1.536077,2022-08-17 00:00:00
6302,2022-08-17 17:00:00,OEG,0.0,2022-08-17 00:00:00
6301,2022-08-17 17:00:00,CRWD,195.71456,2022-08-17 00:00:00
6300,2022-08-17 17:00:00,VRM,2.156168,2022-08-17 00:00:00
6299,2022-08-17 17:00:00,OPTN,4.087959,2022-08-17 00:00:00
6308,2022-08-17 17:00:00,WEAT,7.999432,2022-08-17 00:00:00
6320,2022-08-17 17:00:00,LYRA,6.247266,2022-08-17 00:00:00
6298,2022-08-17 17:00:00,AMZN,141.450249,2022-08-17 00:00:00
6322,2022-08-17 17:00:00,CSBR,9.360024,2022-08-17 00:00:00
6342,2022-08-17 17:00:00,ROKU,78.584745,2022-08-17 00:00:00
6341,2022-08-17 17:00:00,MGTA,1.629442,2022-08-17 00:00:00
6340,2022-08-17 17:00:00,CAR,184.485538,2022-08-17 00:00:00
6339,2022-08-17 17:00:00,GOCO,0.580547,2022-08-17 00:00:00
6338,2022-08-17 17:00:00,SAL,24.0,2022-08-17 00:00:00
6321,2022-08-17 17:00:00,GHSI,0.16411,2022-08-17 00:00:00
6336,2022-08-17 17:00:00,UUP,28.566465,2022-08-17 00:00:00
6335,2022-08-17 17:00:00,AXLA,2.64751,2022-08-17 00:00:00
6334,2022-08-17 17:00:00,PRAX,4.197685,2022-08-17 00:00:00
6333,2022-08-17 17:00:00,ENDP,0.326818,2022-08-17 00:00:00
6337,2022-08-17 17:00:00,ONVO,2.952056,2022-08-17 00:00:00
6331,2022-08-17 17:00:00,CORN,24.766757,2022-08-17 00:00:00
6330,2022-08-17 17:00:00,UUUU,6.249389,2022-08-17 00:00:00
6329,2022-08-17 17:00:00,REFR,2.270921,2022-08-17 00:00:00
6328,2022-08-17 17:00:00,PUBM,22.374975,2022-08-17 00:00:00
6327,2022-08-17 17:00:00,AAPL,174.424882,2022-08-17 00:00:00
6326,2022-08-17 17:00:00,RUBY,0.766957,2022-08-17 00:00:00
6325,2022-08-17 17:00:00,F,16.064513,2022-08-17 00:00:00
6324,2022-08-17 17:00:00,TNXP,1.443088,2022-08-17 00:00:00
6323,2022-08-17 17:00:00,MSFT,291.56625,2022-08-17 00:00:00
6332,2022-08-17 17:00:00,LOGC,0.402359,2022-08-17 00:00:00
6454,2022-08-17 18:00:00,NFLX,242.73609,2022-08-17 00:00:00
6455,2022-08-17 18:00:00,EIGR,9.484456,2022-08-17 00:00:00
6456,2022-08-17 18:00:00,EHTH,8.744602,2022-08-17 00:00:00
6461,2022-08-17 18:00:00,AMD,98.337103,2022-08-17 00:00:00
6458,2022-08-17 18:00:00,STIM,4.339182,2022-08-17 00:00:00
6459,2022-08-17 18:00:00,OPEN,5.197876,2022-08-17 00:00:00
6460,2022-08-17 18:00:00,LTRPB,39.093001,2022-08-17 00:00:00
6457,2022-08-17 18:00:00,ALNA,0.112471,2022-08-17 00:00:00
6453,2022-08-17 18:00:00,CAPR,5.346463,2022-08-17 00:00:00
6442,2022-08-17 18:00:00,MBCN,28.009617,2022-08-17 00:00:00
6451,2022-08-17 18:00:00,EYES,1.91458,2022-08-17 00:00:00
6450,2022-08-17 18:00:00,LWAY,7.18053,2022-08-17 00:00:00
6449,2022-08-17 18:00:00,BTCUSD,0.0,2022-08-17 00:00:00
6448,2022-08-17 18:00:00,META,176.682179,2022-08-17 00:00:00
6447,2022-08-17 18:00:00,INTU,480.876662,2022-08-17 00:00:00
6446,2022-08-17 18:00:00,CFRX,0.319554,2022-08-17 00:00:00
6445,2022-08-17 18:00:00,UPST,34.101879,2022-08-17 00:00:00
6444,2022-08-17 18:00:00,OKTA,102.228452,2022-08-17 00:00:00
6443,2022-08-17 18:00:00,CDK,0.0,2022-08-17 00:00:00
6462,2022-08-17 18:00:00,OILK,47.278771,2022-08-17 00:00:00
6452,2022-08-17 18:00:00,MELI,1003.574362,2022-08-17 00:00:00
6463,2022-08-17 18:00:00,PLRX,20.002352,2022-08-17 00:00:00
6474,2022-08-17 18:00:00,HYRE,1.204457,2022-08-17 00:00:00
6465,2022-08-17 18:00:00,GNLN,3.56184,2022-08-17 00:00:00
6441,2022-08-17 18:00:00,AAP,211.152413,2022-08-17 00:00:00
6485,2022-08-17 18:00:00,KIRK,6.783774,2022-08-17 00:00:00
6484,2022-08-17 18:00:00,PRCH,2.701819,2022-08-17 00:00:00
6483,2022-08-17 18:00:00,EAR,3.039422,2022-08-17 00:00:00
6482,2022-08-17 18:00:00,BTCUSDT,23509.363006,2022-08-17 00:00:00
6481,2022-08-17 18:00:00,NVDA,184.317355,2022-08-17 00:00:00
6480,2022-08-17 18:00:00,DOCU,70.448155,2022-08-17 00:00:00
6479,2022-08-17 18:00:00,MANT,95.823072,2022-08-17 00:00:00
6478,2022-08-17 18:00:00,ZM,104.066664,2022-08-17 00:00:00
6464,2022-08-17 18:00:00,COGT,15.628451,2022-08-17 00:00:00
6477,2022-08-17 18:00:00,TSLA,923.811821,2022-08-17 00:00:00
6475,2022-08-17 18:00:00,ETSY,117.421802,2022-08-17 00:00:00
6473,2022-08-17 18:00:00,REAL,3.142819,2022-08-17 00:00:00
6472,2022-08-17 18:00:00,INZY,3.469186,2022-08-17 00:00:00
6471,2022-08-17 18:00:00,DBVT,2.587375,2022-08-17 00:00:00
6470,2022-08-17 18:00:00,FTNT,52.228057,2022-08-17 00:00:00
6469,2022-08-17 18:00:00,PLBC,30.757969,2022-08-17 00:00:00
6468,2022-08-17 18:00:00,ECOR,0.61613,2022-08-17 00:00:00
6467,2022-08-17 18:00:00,AAL,15.08789,2022-08-17 00:00:00
6466,2022-08-17 18:00:00,ADTX,0.165039,2022-08-17 00:00:00
6476,2022-08-17 18:00:00,BIOL,4.750628,2022-08-17 00:00:00
6440,2022-08-17 18:00:00,SNGX,0.863783,2022-08-17 00:00:00
6439,2022-08-17 18:00:00,TTD,70.62432,2022-08-17 00:00:00
6392,2022-08-17 18:00:00,AMZN,142.568547,2022-08-17 00:00:00
6412,2022-08-17 18:00:00,FANG,125.89643,2022-08-17 00:00:00
6411,2022-08-17 18:00:00,LHCG,163.22229,2022-08-17 00:00:00
6410,2022-08-17 18:00:00,FTMUSD,0.0,2022-08-17 00:00:00
6409,2022-08-17 18:00:00,RYTM,24.482174,2022-08-17 00:00:00
6408,2022-08-17 18:00:00,CREX,0.650033,2022-08-17 00:00:00
6407,2022-08-17 18:00:00,BIMI,0.466595,2022-08-17 00:00:00
6406,2022-08-17 18:00:00,ALRN,0.217251,2022-08-17 00:00:00
6405,2022-08-17 18:00:00,CDLX,17.197043,2022-08-17 00:00:00
6404,2022-08-17 18:00:00,ADVM,1.383361,2022-08-17 00:00:00
6413,2022-08-17 18:00:00,IDRA,0.435281,2022-08-17 00:00:00
6403,2022-08-17 18:00:00,BDSX,2.291369,2022-08-17 00:00:00
6401,2022-08-17 18:00:00,AVGO,540.509323,2022-08-17 00:00:00
6400,2022-08-17 18:00:00,VERU,24.025239,2022-08-17 00:00:00
6399,2022-08-17 18:00:00,AGLE,0.528895,2022-08-17 00:00:00
6398,2022-08-17 18:00:00,TTOO,0.146333,2022-08-17 00:00:00
6397,2022-08-17 18:00:00,TTNP,1.546251,2022-08-17 00:00:00
6396,2022-08-17 18:00:00,OEG,0.0,2022-08-17 00:00:00
6395,2022-08-17 18:00:00,CRWD,197.429011,2022-08-17 00:00:00
6394,2022-08-17 18:00:00,VRM,2.219092,2022-08-17 00:00:00
6393,2022-08-17 18:00:00,OPTN,4.08519,2022-08-17 00:00:00
6402,2022-08-17 18:00:00,WEAT,7.985451,2022-08-17 00:00:00
6414,2022-08-17 18:00:00,LYRA,6.186579,2022-08-17 00:00:00
6438,2022-08-17 18:00:00,APPS,23.879197,2022-08-17 00:00:00
6416,2022-08-17 18:00:00,CSBR,9.4875,2022-08-17 00:00:00
6437,2022-08-17 18:00:00,PTON,13.173595,2022-08-17 00:00:00
6436,2022-08-17 18:00:00,ROKU,79.634928,2022-08-17 00:00:00
6435,2022-08-17 18:00:00,MGTA,1.668725,2022-08-17 00:00:00
6434,2022-08-17 18:00:00,CAR,185.367502,2022-08-17 00:00:00
6433,2022-08-17 18:00:00,GOCO,0.581888,2022-08-17 00:00:00
6432,2022-08-17 18:00:00,SAL,24.0,2022-08-17 00:00:00
6415,2022-08-17 18:00:00,GHSI,0.163581,2022-08-17 00:00:00
6430,2022-08-17 18:00:00,UUP,28.500198,2022-08-17 00:00:00
6429,2022-08-17 18:00:00,AXLA,2.670834,2022-08-17 00:00:00
6428,2022-08-17 18:00:00,PRAX,4.272136,2022-08-17 00:00:00
6431,2022-08-17 18:00:00,ONVO,2.991682,2022-08-17 00:00:00
6426,2022-08-17 18:00:00,LOGC,0.402629,2022-08-17 00:00:00
6427,2022-08-17 18:00:00,ENDP,0.321194,2022-08-17 00:00:00
6418,2022-08-17 18:00:00,TNXP,1.451698,2022-08-17 00:00:00
6419,2022-08-17 18:00:00,F,16.151908,2022-08-17 00:00:00
6420,2022-08-17 18:00:00,RUBY,0.766829,2022-08-17 00:00:00
6417,2022-08-17 18:00:00,MSFT,292.490535,2022-08-17 00:00:00
6422,2022-08-17 18:00:00,PUBM,22.372968,2022-08-17 00:00:00
6423,2022-08-17 18:00:00,REFR,2.37824,2022-08-17 00:00:00
6424,2022-08-17 18:00:00,UUUU,6.312196,2022-08-17 00:00:00
6425,2022-08-17 18:00:00,CORN,24.777371,2022-08-17 00:00:00
6421,2022-08-17 18:00:00,AAPL,175.373906,2022-08-17 00:00:00
6554,2022-08-17 19:00:00,LTRPB,38.957511,2022-08-17 00:00:00
6553,2022-08-17 19:00:00,OPEN,5.139145,2022-08-17 00:00:00
6552,2022-08-17 19:00:00,STIM,4.317005,2022-08-17 00:00:00
6551,2022-08-17 19:00:00,ALNA,0.111526,2022-08-17 00:00:00
6550,2022-08-17 19:00:00,EHTH,8.625351,2022-08-17 00:00:00
6549,2022-08-17 19:00:00,EIGR,9.422614,2022-08-17 00:00:00
6548,2022-08-17 19:00:00,NFLX,241.284962,2022-08-17 00:00:00
6547,2022-08-17 19:00:00,CAPR,5.307581,2022-08-17 00:00:00
6546,2022-08-17 19:00:00,MELI,999.34137,2022-08-17 00:00:00
6535,2022-08-17 19:00:00,AAP,210.340674,2022-08-17 00:00:00
6544,2022-08-17 19:00:00,LWAY,6.823555,2022-08-17 00:00:00
6543,2022-08-17 19:00:00,BTCUSD,0.0,2022-08-17 00:00:00
6542,2022-08-17 19:00:00,META,175.35513,2022-08-17 00:00:00
6541,2022-08-17 19:00:00,INTU,478.216482,2022-08-17 00:00:00
6540,2022-08-17 19:00:00,CFRX,0.31632,2022-08-17 00:00:00
6539,2022-08-17 19:00:00,UPST,33.306499,2022-08-17 00:00:00
6538,2022-08-17 19:00:00,OKTA,101.561815,2022-08-17 00:00:00
6537,2022-08-17 19:00:00,CDK,0.0,2022-08-17 00:00:00
6536,2022-08-17 19:00:00,MBCN,28.075,2022-08-17 00:00:00
6555,2022-08-17 19:00:00,AMD,98.322395,2022-08-17 00:00:00
6545,2022-08-17 19:00:00,EYES,1.906905,2022-08-17 00:00:00
6556,2022-08-17 19:00:00,OILK,47.11222,2022-08-17 00:00:00
6568,2022-08-17 19:00:00,HYRE,1.29722,2022-08-17 00:00:00
6558,2022-08-17 19:00:00,COGT,15.686721,2022-08-17 00:00:00
6534,2022-08-17 19:00:00,SNGX,0.85031,2022-08-17 00:00:00
6579,2022-08-17 19:00:00,KIRK,6.682348,2022-08-17 00:00:00
6578,2022-08-17 19:00:00,PRCH,2.669959,2022-08-17 00:00:00
6577,2022-08-17 19:00:00,EAR,3.059099,2022-08-17 00:00:00
6576,2022-08-17 19:00:00,BTCUSDT,23314.208087,2022-08-17 00:00:00
6575,2022-08-17 19:00:00,NVDA,183.785253,2022-08-17 00:00:00
6574,2022-08-17 19:00:00,DOCU,69.700952,2022-08-17 00:00:00
6573,2022-08-17 19:00:00,MANT,95.828895,2022-08-17 00:00:00
6572,2022-08-17 19:00:00,ZM,102.830794,2022-08-17 00:00:00
6571,2022-08-17 19:00:00,TSLA,914.170125,2022-08-17 00:00:00
6570,2022-08-17 19:00:00,BIOL,4.7627,2022-08-17 00:00:00
6569,2022-08-17 19:00:00,ETSY,117.209252,2022-08-17 00:00:00
6567,2022-08-17 19:00:00,REAL,3.144487,2022-08-17 00:00:00
6566,2022-08-17 19:00:00,INZY,3.488562,2022-08-17 00:00:00
6565,2022-08-17 19:00:00,DBVT,2.567408,2022-08-17 00:00:00
6564,2022-08-17 19:00:00,FTNT,52.025624,2022-08-17 00:00:00
6563,2022-08-17 19:00:00,PLBC,30.71,2022-08-17 00:00:00
6562,2022-08-17 19:00:00,ECOR,0.613433,2022-08-17 00:00:00
6561,2022-08-17 19:00:00,AAL,14.982653,2022-08-17 00:00:00
6560,2022-08-17 19:00:00,ADTX,0.164675,2022-08-17 00:00:00
6559,2022-08-17 19:00:00,GNLN,3.692152,2022-08-17 00:00:00
6557,2022-08-17 19:00:00,PLRX,19.737846,2022-08-17 00:00:00
6532,2022-08-17 19:00:00,APPS,23.587568,2022-08-17 00:00:00
6520,2022-08-17 19:00:00,LOGC,0.400207,2022-08-17 00:00:00
6531,2022-08-17 19:00:00,PTON,12.964023,2022-08-17 00:00:00
6505,2022-08-17 19:00:00,LHCG,162.605475,2022-08-17 00:00:00
6504,2022-08-17 19:00:00,FTMUSD,0.0,2022-08-17 00:00:00
6503,2022-08-17 19:00:00,RYTM,24.106866,2022-08-17 00:00:00
6502,2022-08-17 19:00:00,CREX,0.639067,2022-08-17 00:00:00
6501,2022-08-17 19:00:00,BIMI,0.457937,2022-08-17 00:00:00
6500,2022-08-17 19:00:00,ALRN,0.218006,2022-08-17 00:00:00
6499,2022-08-17 19:00:00,CDLX,16.985975,2022-08-17 00:00:00
6533,2022-08-17 19:00:00,TTD,70.13936,2022-08-17 00:00:00
6497,2022-08-17 19:00:00,BDSX,2.273978,2022-08-17 00:00:00
6506,2022-08-17 19:00:00,FANG,125.665726,2022-08-17 00:00:00
6496,2022-08-17 19:00:00,WEAT,7.986322,2022-08-17 00:00:00
6494,2022-08-17 19:00:00,VERU,23.797689,2022-08-17 00:00:00
6493,2022-08-17 19:00:00,AGLE,0.526291,2022-08-17 00:00:00
6492,2022-08-17 19:00:00,TTOO,0.145504,2022-08-17 00:00:00
6491,2022-08-17 19:00:00,TTNP,1.569342,2022-08-17 00:00:00
6490,2022-08-17 19:00:00,OEG,0.0,2022-08-17 00:00:00
6489,2022-08-17 19:00:00,CRWD,196.630258,2022-08-17 00:00:00
6488,2022-08-17 19:00:00,VRM,2.172509,2022-08-17 00:00:00
6487,2022-08-17 19:00:00,OPTN,4.025039,2022-08-17 00:00:00
6486,2022-08-17 19:00:00,AMZN,142.260831,2022-08-17 00:00:00
6495,2022-08-17 19:00:00,AVGO,539.83968,2022-08-17 00:00:00
6507,2022-08-17 19:00:00,IDRA,0.430532,2022-08-17 00:00:00
6498,2022-08-17 19:00:00,ADVM,1.366694,2022-08-17 00:00:00
6509,2022-08-17 19:00:00,GHSI,0.16389,2022-08-17 00:00:00
6508,2022-08-17 19:00:00,LYRA,6.057634,2022-08-17 00:00:00
6529,2022-08-17 19:00:00,MGTA,1.68564,2022-08-17 00:00:00
6528,2022-08-17 19:00:00,CAR,183.132895,2022-08-17 00:00:00
6527,2022-08-17 19:00:00,GOCO,0.572859,2022-08-17 00:00:00
6526,2022-08-17 19:00:00,SAL,24.188235,2022-08-17 00:00:00
6525,2022-08-17 19:00:00,ONVO,2.983902,2022-08-17 00:00:00
6524,2022-08-17 19:00:00,UUP,28.51902,2022-08-17 00:00:00
6523,2022-08-17 19:00:00,AXLA,2.619406,2022-08-17 00:00:00
6522,2022-08-17 19:00:00,PRAX,4.203499,2022-08-17 00:00:00
6521,2022-08-17 19:00:00,ENDP,0.303436,2022-08-17 00:00:00
6530,2022-08-17 19:00:00,ROKU,78.694795,2022-08-17 00:00:00
6519,2022-08-17 19:00:00,CORN,24.761583,2022-08-17 00:00:00
6511,2022-08-17 19:00:00,MSFT,291.44661,2022-08-17 00:00:00
6512,2022-08-17 19:00:00,TNXP,1.446331,2022-08-17 00:00:00
6513,2022-08-17 19:00:00,F,16.056657,2022-08-17 00:00:00
6514,2022-08-17 19:00:00,RUBY,0.757062,2022-08-17 00:00:00
6510,2022-08-17 19:00:00,CSBR,9.409868,2022-08-17 00:00:00
6516,2022-08-17 19:00:00,PUBM,22.219241,2022-08-17 00:00:00
6517,2022-08-17 19:00:00,REFR,2.39638,2022-08-17 00:00:00
6518,2022-08-17 19:00:00,UUUU,6.228813,2022-08-17 00:00:00
6515,2022-08-17 19:00:00,AAPL,174.808076,2022-08-17 00:00:00
6640,2022-08-17 20:00:00,MELI,997.900416,2022-08-17 00:00:00
6648,2022-08-17 20:00:00,LTRPB,39.8,2022-08-17 00:00:00
6647,2022-08-17 20:00:00,OPEN,5.089197,2022-08-17 00:00:00
6646,2022-08-17 20:00:00,STIM,4.305498,2022-08-17 00:00:00
6645,2022-08-17 20:00:00,ALNA,0.112388,2022-08-17 00:00:00
6644,2022-08-17 20:00:00,EHTH,8.62,2022-08-17 00:00:00
6643,2022-08-17 20:00:00,EIGR,9.41,2022-08-17 00:00:00
6642,2022-08-17 20:00:00,NFLX,241.148136,2022-08-17 00:00:00
6641,2022-08-17 20:00:00,CAPR,5.26,2022-08-17 00:00:00
6639,2022-08-17 20:00:00,EYES,1.87377,2022-08-17 00:00:00
6634,2022-08-17 20:00:00,CFRX,0.316628,2022-08-17 00:00:00
6637,2022-08-17 20:00:00,BTCUSD,0.0,2022-08-17 00:00:00
6636,2022-08-17 20:00:00,META,174.846918,2022-08-17 00:00:00
6635,2022-08-17 20:00:00,INTU,478.302849,2022-08-17 00:00:00
6649,2022-08-17 20:00:00,AMD,98.269654,2022-08-17 00:00:00
6633,2022-08-17 20:00:00,UPST,33.018023,2022-08-17 00:00:00
6632,2022-08-17 20:00:00,OKTA,101.720046,2022-08-17 00:00:00
6631,2022-08-17 20:00:00,CDK,0.0,2022-08-17 00:00:00
6630,2022-08-17 20:00:00,MBCN,28.075,2022-08-17 00:00:00
6629,2022-08-17 20:00:00,AAP,209.98,2022-08-17 00:00:00
6638,2022-08-17 20:00:00,LWAY,6.420046,2022-08-17 00:00:00
6650,2022-08-17 20:00:00,OILK,47.11222,2022-08-17 00:00:00
6628,2022-08-17 20:00:00,SNGX,0.839923,2022-08-17 00:00:00
6652,2022-08-17 20:00:00,COGT,15.756472,2022-08-17 00:00:00
6673,2022-08-17 20:00:00,KIRK,6.084058,2022-08-17 00:00:00
6672,2022-08-17 20:00:00,PRCH,2.659709,2022-08-17 00:00:00
6671,2022-08-17 20:00:00,EAR,3.060049,2022-08-17 00:00:00
6670,2022-08-17 20:00:00,BTCUSDT,23324.418998,2022-08-17 00:00:00
6669,2022-08-17 20:00:00,NVDA,183.352109,2022-08-17 00:00:00
6668,2022-08-17 20:00:00,DOCU,69.593814,2022-08-17 00:00:00
6667,2022-08-17 20:00:00,MANT,95.85,2022-08-17 00:00:00
6666,2022-08-17 20:00:00,ZM,102.380475,2022-08-17 00:00:00
6665,2022-08-17 20:00:00,TSLA,912.041085,2022-08-17 00:00:00
6664,2022-08-17 20:00:00,BIOL,4.7627,2022-08-17 00:00:00
6663,2022-08-17 20:00:00,ETSY,116.910094,2022-08-17 00:00:00
6662,2022-08-17 20:00:00,HYRE,1.357463,2022-08-17 00:00:00
6661,2022-08-17 20:00:00,REAL,3.159659,2022-08-17 00:00:00
6660,2022-08-17 20:00:00,INZY,3.523934,2022-08-17 00:00:00
6659,2022-08-17 20:00:00,DBVT,2.56,2022-08-17 00:00:00
6658,2022-08-17 20:00:00,FTNT,51.930001,2022-08-17 00:00:00
6657,2022-08-17 20:00:00,PLBC,30.71,2022-08-17 00:00:00
6656,2022-08-17 20:00:00,ECOR,0.613433,2022-08-17 00:00:00
6655,2022-08-17 20:00:00,AAL,14.960282,2022-08-17 00:00:00
