address,chain,symbol,target_percentage,entry_date_time,next_market_open,market_entry_date_time,vwap,post_cumulative_share_count,realized_profit,long_realized_profit,short_realized_profit,prior_portfolio_value,current_position,prior_position_value,cash_used,share_count,prior_cumulative_share_count,adjusted_entry,symbol_date_rank,realized_profit_symbol_agg,realized_profit_final
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,COGT,0.0,2022-08-12 03:38:13,2022-08-12 13:30:00,2022-08-12 14:00:00,13.73101,-1.7763568394002505e-15,0.0,0.0,0.0,9705.869593422605,0.0,-194.30046717830106,-194.30046717830106,14.150486175328767,-14.15048617532877,0,1.0,5.69953282169892,5.69953282169892
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AAP,0.21428571428571425,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,211.470273,9.699884312420428,0.0,0.0,0.0,9572.440190207839,2051.237183615965,2213.905974978904,162.66879136293892,-0.7692276983202218,10.46911201074065,0,1.0,152.6846211406255,152.6846211406255
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AAPL,0.12121303788852755,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,172.801309,6.71467457148329,0.0,0.0,0.0,9572.440190207839,1160.3045554613266,1064.118995325538,-96.18556013578859,0.5566251823693569,6.158049389113933,0,1.0,16.767963297415278,16.767963297415278
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,ALNA,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,0.11827,2312.4908357892573,0.0,0.0,0.0,9572.440190207839,273.49829114879543,145.61513050716604,-127.88316064162939,1081.2814800171589,1231.2093557720982,0,1.0,-11.19428848310869,-11.19428848310869
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AXLA,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,2.72,-201.1016846682319,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-346.7473436818002,200.24923861579066,-73.62104360874656,-127.48064105948535,0,1.0,-48.10520234572001,-48.10520234572001
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,BTCUSDT,0.09264160931709899,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,23879.457549,0.037136784304787035,0.0,0.0,0.0,9572.440190207839,886.8062643125313,901.1045931262336,14.298328813702256,-0.0005987710895175266,0.03773555539430456,0,1.0,1.9372141696662777,1.9372141696662777
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,MSFT,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,292.852572,0.9339111802261906,0.0,0.0,0.0,9572.440190207839,273.49829114879543,151.68959812200734,-121.80869302678809,0.415938614419231,0.5179725658069595,0,1.0,1.9234087241902709,1.9234087241902709
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CORN,0.07940709370037057,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,24.79625,30.65462136915973,0.0,0.0,0.0,9572.440190207839,760.119655125027,755.5320424265996,-4.587612698427392,0.18501235866017612,30.469609010499553,0,1.0,-15.18285382188684,-15.18285382188684
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CRWD,0.03732133403917416,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,199.448991,1.7912160704225504,0.0,0.0,0.0,9572.440190207839,357.2562379087626,510.09370808125664,152.83747017249402,-0.7662985378175917,2.557514608240142,0,1.0,-10.77798440101133,-10.77798440101133
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,F,0.036262572789835884,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,16.572365,20.945791935777553,0.0,0.0,0.0,9572.440190207839,347.1213091737622,365.79861382926174,18.67730465549954,-1.1270150431455943,22.072806978923147,0,1.0,17.797555641944214,17.797555641944214
