,symbol,size,date_time_unix,date_time_utc,date_time_utc_full_hour
5,BABA,0.06,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
6,BIDU,0.05,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
7,PLTR,0,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
8,BRBR,0,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
9,GOLF,0,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
10,SPY,-0.2,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
11,SLB,0.02,1647448452,2022-03-16 12:34:12+00:00,2022-03-16 13:00:00+00:00
0,HDB,0.025,1647611291,2022-03-18 09:48:11+00:00,2022-03-18 10:00:00+00:00
0,ETHUSDT,0.05,1648132270,2022-03-24 10:31:10+00:00,2022-03-24 11:00:00+00:00
0,URA,0.05,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
1,GDXJ,0.05,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
2,SBSW,0.035,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
3,COPX,0.025,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
4,SILJ,0.035,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
5,INTC,0.03,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
6,TWTR,0,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
7,GNOM,0.025,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
8,TSLA,0,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
9,CLOU,0,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
10,IYY,-0.15,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
11,JOBY,0.02,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
12,CCJ,0.02,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
13,TECK,0.02,1648241564,2022-03-25 16:52:44+00:00,2022-03-25 17:00:00+00:00
0,ARKF,0.04,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
1,AMZN,0.04,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
2,GOOG,0.04,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
3,FXI,0.05,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
4,MSFT,0.04,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
5,TV,0.02,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
6,SUI,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
7,GDDY,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
8,WDAY,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
9,BLDR,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
10,ECH,0,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
11,GDX,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
12,SCHW,0.02,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
13,GNOM,0.03,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
14,IWM,-0.15,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
15,SPY,-0.2,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
16,QQQ,-0.5,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
17,SWN,0.02,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
18,MUFG,0.02,1648244233,2022-03-25 17:37:13+00:00,2022-03-25 18:00:00+00:00
0,INTC,0.02,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
1,SNOW,0,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
2,PYPL,0,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
3,IYY,-0.15,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
4,SPY,-0.15,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
5,QQQ,-0.6,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
6,ET,0.02,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
7,REET,-0.1,1648645695,2022-03-30 09:08:15+00:00,2022-03-30 10:00:00+00:00
0,MJ,0.05,1648664364,2022-03-30 14:19:24+00:00,2022-03-30 15:00:00+00:00
1,ARKF,0.03,1648664364,2022-03-30 14:19:24+00:00,2022-03-30 15:00:00+00:00
0,XLY,-0.15,1649431959,2022-04-08 11:32:39+00:00,2022-04-08 12:00:00+00:00
0,TBT,0,1649770277,2022-04-12 09:31:17+00:00,2022-04-12 10:00:00+00:00
1,GDXJ,0.04,1649770277,2022-04-12 09:31:17+00:00,2022-04-12 10:00:00+00:00
2,GDX,0.03,1649770277,2022-04-12 09:31:17+00:00,2022-04-12 10:00:00+00:00
